Query,Rank,Video,Score
Explain payments world,3,OYn5Be1skCs,20.69221738632082
Explain payments world,4,L2cYptW2ouw,20.791199716397585
Explain payments world,5,M87WMpG4G78,21.681517560264567
What is kubernetes api?,1,2b2jcfLMkfc,15.863740802074659
What is kubernetes api?,2,Dwufy7QtZR0,17.3620640665376
What is kubernetes api?,3,0YCpmGZtTPs,18.73133834290742
What is kubernetes api?,4,Et-dfMyW3qc,19.024740038532897
What is kubernetes api?,5,UnOpAr5jJbI,20.052443019103322
How does secure headers work?,1,fFHl7psnvz0,18.694203369289596
How does secure headers work?,2,4bQeGUzHpOE,19.670661790894798
How does secure headers work?,3,BQwKZ6zfyk0,22.655840680260923
How does secure headers work?,4,YO9LnWD0Rck,22.722010562262795
How does secure headers work?,5,pOcHamIz7Ko,22.96864389197907
Explain tls certificate,1,pOcHamIz7Ko,17.679000915146375
Explain tls certificate,2,wpzeqAm9Fyo,19.67582783913913
Explain tls certificate,3,3VbtQDFm8bM,19.862130737161294
Explain tls certificate,4,uWmZZyaHFEY,20.705351446783553
Explain tls certificate,5,9AhzLGmp9V4,20.85514915517733
Explain database app,1,Q9xD4J3tezw,21.646395099996553
Explain database app,2,cY4pVLpjL3g,21.78268694060172
Explain database app,3,wZgNO_ZIf40,22.252651262266525
Explain database app,4,fGmIjstlFMU,22.445284789209936
Explain database app,5,TPYBYSyDRH4,22.63922312928493
Explain reverse proxy,1,1B1Hr-lM7jg,14.610844781174222
Explain reverse proxy,2,scDqfwhXtx8,17.107772058965736
Explain reverse proxy,3,2C-kLSYBfS4,17.642067303830046
Explain reverse proxy,4,B5Il4OCjnn4,21.87958285761701
Explain reverse proxy,5,6bGvO18yAH0,22.70537803733039
What is https api?,1,fFHl7psnvz0,20.696779563297667
What is https api?,2,YO9LnWD0Rck,20.947927123204238
What is https api?,3,IiQS7zeUTU8,21.06648246903157
What is https api?,4,BQwKZ6zfyk0,21.229287121518325
What is https api?,5,s_r8GlYpcT4,21.578032523856166
How does spring boot work?,1,xYv3tBvJavM,15.622872888789885
How does spring boot work?,2,zGSX5AqfKvU,19.240574508834754
How does spring boot work?,3,me_FwTx3ZEw,21.168162830181046
How does spring boot work?,4,GrYEX3NqPts,21.27513604299918
How does spring boot work?,5,erD57pJxOw8,21.402121271195966
How does traditional database work?,1,Q9xD4J3tezw,19.646427869993857
How does traditional database work?,2,TPYBYSyDRH4,20.16064303256755
How does traditional database work?,3,wZgNO_ZIf40,20.712857944024478
How does traditional database work?,4,NvWMwRLwYZQ,21.219319354959566
How does traditional database work?,5,cY4pVLpjL3g,21.344029352055344
Explain mobile apps,1,oyYnRVQvxv4,21.447340860664795
Explain mobile apps,2,DzHUtYQyHFs,21.8025067248317
Explain mobile apps,3,HV5u-HjEFvY,21.925235818539832
Explain mobile apps,4,t-tTh94NI78,22.480357126969963
Explain mobile apps,5,fGmIjstlFMU,23.06687337868881
What is mcp clients?,1,8PnVhLQTDoQ,19.255000654569244
What is mcp clients?,2,if6OL6trunU,19.90317103925986
What is mcp clients?,3,PS9kw4W52Gs,21.297479485199034
What is mcp clients?,4,YypKPJ6pYMY,21.731976905941366
What is mcp clients?,5,MI796yMnOF0,23.32561914445853
How does recommendation service work?,1,_JAN0cHiNHw,18.311818950077225
How does recommendation service work?,2,9yAFa60v7tE,21.613966871030257
How does recommendation service work?,3,i_-q6dT7l1U,22.936505062854906
How does recommendation service work?,4,B5Il4OCjnn4,23.11961281422299
How does recommendation service work?,5,JMXh_6N9PAk,23.197291333245374
What is ai agent?,1,Jj1-zb38Yfw,16.173620850443527
What is ai agent?,2,MWv33xofJ40,16.857114272622866
What is ai agent?,3,9UNPwGRNo_k,18.051577433490806
What is ai agent?,4,SYHqSAWQ4NY,18.318234180553773
What is ai agent?,5,gen6KebHaNA,21.21316131420663
What is quantum computer?,1,LM3rwbVPyNc,18.09461037972555
What is quantum computer?,2,8afhcpiMh24,23.38207499406461
What is quantum computer?,3,JmVOEkskft4,24.581042574199515
What is quantum computer?,4,-QHsVHziSZQ,25.33542294856501
What is quantum computer?,5,iwRaNYa8yTw,25.42373238035968
What is diagram visually?,1,80_RUmj-4B0,0.4573114514350891
What is diagram visually?,2,gRuI6HzyuPY,0.4411744475364685
What is diagram visually?,3,67Ekk-rM5dE,0.404254674911499
What is diagram visually?,4,cY4pVLpjL3g,0.40413177013397217
What is diagram visually?,5,4znRDbg0SYA,0.35051625967025757
Explain performance dns,1,Lsd80uR9Shs,0.5829087495803833
Explain performance dns,2,bJ9NnLLMQ78,0.5134236812591553
Explain performance dns,3,6bGvO18yAH0,0.4736946225166321
Explain performance dns,4,LN-FyvIgwKs,0.452245831489563
Explain performance dns,5,xv0Be4QfkH0,0.39775440096855164
Explain benchmarks dragonfly,1,j1PkkSddZcE,0.5747541189193726
Explain benchmarks dragonfly,2,xv0Be4QfkH0,0.33172327280044556
Explain benchmarks dragonfly,3,I6dpN0geIb4,0.32130682468414307
Explain benchmarks dragonfly,4,i_-q6dT7l1U,0.29996779561042786
Explain benchmarks dragonfly,5,v8eUhkhC8lw,0.2842423915863037
How does processing stream work?,1,mG3xQb_-rV4,0.7375795245170593
How does processing stream work?,2,_acvJC3Smx4,0.5912476778030396
How does processing stream work?,3,Vn8xa6mUocA,0.48263421654701233
How does processing stream work?,4,I6dpN0geIb4,0.43648561835289
How does processing stream work?,5,XYvQHjWJJTE,0.41021835803985596
How does sql injection work?,1,cG4FPks53AU,0.6439744234085083
How does sql injection work?,2,WUBWIVCJLHI,0.6353613138198853
How does sql injection work?,3,mTJpFiPQZho,0.5863853693008423
How does sql injection work?,4,ftMW4TtzDEk,0.5420991778373718
How does sql injection work?,5,tb-hlGa71sk,0.5371643900871277
What is architecture sidecar?,1,FMxUYhYDiys,0.6158133149147034
What is architecture sidecar?,2,z9wuLNJdiqQ,0.585610032081604
What is architecture sidecar?,3,sh2nwXJLDkE,0.5633286833763123
What is architecture sidecar?,4,X5LxprTgMQQ,0.5295606851577759
What is architecture sidecar?,5,iDJvRLQAL0I,0.48607438802719116
What is apis harder?,1,qnXTTmPPiz0,0.6015303134918213
What is apis harder?,2,xJA8tP74KD0,0.554876446723938
What is apis harder?,3,oyYnRVQvxv4,0.5386399030685425
What is apis harder?,4,K6bkjs1q4cM,0.4723876118659973
What is apis harder?,5,KF-3jtGH6Yk,0.4634603261947632
How does advantages fusionaut work?,1,t3HvCLYnrRY,0.6877826452255249
How does advantages fusionaut work?,2,xuOJF3w4vQQ,0.3497026562690735
How does advantages fusionaut work?,3,iwRaNYa8yTw,0.3471139073371887
How does advantages fusionaut work?,4,KOwxqhFUgts,0.34599539637565613
How does advantages fusionaut work?,5,_iqNjvaUVsM,0.3375234603881836
Explain legacy microservices,1,_iqNjvaUVsM,0.6515837907791138
Explain legacy microservices,2,C-CcuV1oMQI,0.6262831687927246
Explain legacy microservices,3,xuOJF3w4vQQ,0.6244735717773438
Explain legacy microservices,4,ecuEkmFs5Vk,0.603907585144043
Explain legacy microservices,5,o8J0Xfjwwe0,0.5873796939849854
What is structured apps?,1,SZ4PRZ8UbFU,0.5099932551383972
What is structured apps?,2,126ALse1rWA,0.4923582971096039
What is structured apps?,3,fGmIjstlFMU,0.468705952167511
What is structured apps?,4,7qUVUFE4_Sc,0.4578121304512024
What is structured apps?,5,4o9dUAp7xxk,0.4367125630378723
Explain monolithic architectures,1,E7kXoO9Z0NA,0.6149952411651611
Explain monolithic architectures,2,126ALse1rWA,0.5550826787948608
Explain monolithic architectures,3,uvlXQ4w-l94,0.5440177917480469
Explain monolithic architectures,4,4o9dUAp7xxk,0.5283912420272827
Explain monolithic architectures,5,ZYuu8sWUQww,0.5178693532943726
How does binary search work?,1,HWRcoT4Lr5E,0.7521776556968689
How does binary search work?,2,1y50YhnkEcQ,0.6222822070121765
How does binary search work?,3,cSqbQnQ5imU,0.4729735553264618
How does binary search work?,4,LM3rwbVPyNc,0.4081624150276184
How does binary search work?,5,cue5udxPANA,0.37266212701797485
Explain apis mcp,1,PS9kw4W52Gs,0.6849735379219055
Explain apis mcp,2,x4XjSRUSRrg,0.6178693771362305
Explain apis mcp,3,MI796yMnOF0,0.6069192886352539
Explain apis mcp,4,8PnVhLQTDoQ,0.6036940217018127
Explain apis mcp,5,YypKPJ6pYMY,0.584007978439331
How does file jar work?,1,0-BBs7q0HzI,0.4793558120727539
How does file jar work?,2,-QHsVHziSZQ,0.3628719449043274
How does file jar work?,3,E-CH3-VyVck,0.3523099720478058
How does file jar work?,4,xYv3tBvJavM,0.33040037751197815
How does file jar work?,5,GT0En1dGntY,0.3025876581668854
How does authentication api work?,1,xJA8tP74KD0,0.7421530485153198
How does authentication api work?,2,K6bkjs1q4cM,0.6714980602264404
How does authentication api work?,3,8d2eG7bdepQ,0.5856798887252808
How does authentication api work?,4,5FrA0UzV1Aw,0.5543947219848633
How does authentication api work?,5,vAT8YJTxhuU,0.5501689910888672
Explain sql injection,1,cG4FPks53AU,0.6631742715835571
Explain sql injection,2,WUBWIVCJLHI,0.6522743701934814
Explain sql injection,3,mTJpFiPQZho,0.6003972887992859
Explain sql injection,4,tb-hlGa71sk,0.560828447341919
Explain sql injection,5,ftMW4TtzDEk,0.5464482307434082
Explain machine docker,1,KOwxqhFUgts,0.6630837917327881
Explain machine docker,2,Et-dfMyW3qc,0.5588600635528564
Explain machine docker,3,Dwufy7QtZR0,0.5149668455123901
Explain machine docker,4,2b2jcfLMkfc,0.44220170378685
Explain machine docker,5,fGjCWRSEXSQ,0.4169977307319641
Explain amazon developer,1,tqjkePX0KGA,0.5656882524490356
Explain amazon developer,2,XVfQD3lkn3g,0.5572688579559326
Explain amazon developer,3,zEiStSS6_ow,0.4983869194984436
Explain amazon developer,4,A1sq1MeKRpA,0.4253518879413605
Explain amazon developer,5,Q8qW8Dygmbs,0.4221084713935852
Explain jar file,1,0-BBs7q0HzI,0.4909588098526001
Explain jar file,2,zGSX5AqfKvU,0.3723759651184082
Explain jar file,3,-QHsVHziSZQ,0.3587377965450287
Explain jar file,4,xYv3tBvJavM,0.3303718566894531
Explain jar file,5,E-CH3-VyVck,0.3183661699295044
Explain text learn,1,jRfIqQu_mcY,0.45057961344718933
Explain text learn,2,XwYY0lCGWW8,0.4395773708820343
Explain text learn,3,8RWfE9eDWXI,0.40874260663986206
Explain text learn,4,exP5T6IgQHs,0.38810017704963684
Explain text learn,5,MPFeE4_veXE,0.3657343089580536
How does content management work?,1,pjWhtRtaJiA,0.4960249066352844
How does content management work?,2,hTpEDdJDoI0,0.4874363839626312
How does content management work?,3,MPFeE4_veXE,0.46362021565437317
How does content management work?,4,i_-q6dT7l1U,0.43376320600509644
How does content management work?,5,fGmIjstlFMU,0.4264121651649475
What is elastic search?,1,kqbPw03jw90,0.6950280666351318
What is elastic search?,2,6k6-OeWZTYY,0.6570972800254822
What is elastic search?,3,cdm_9YLCNlU,0.52109694480896
What is elastic search?,4,HWRcoT4Lr5E,0.4407123327255249
What is elastic search?,5,KmOOoE3XO_o,0.4343765377998352
How does agents write work?,1,GQ6piqfwr5c,0.5038315653800964
How does agents write work?,2,Jj1-zb38Yfw,0.501551628112793
How does agents write work?,3,9UNPwGRNo_k,0.4597941040992737
How does agents write work?,4,PS9kw4W52Gs,0.4463334083557129
How does agents write work?,5,voSYs_XDsog,0.4147840142250061
Explain urea clients,1,9yAFa60v7tE,0.4992158114910126
Explain urea clients,2,JMXh_6N9PAk,0.4956227242946625
Explain urea clients,3,wwKCURWnjto,0.47556936740875244
Explain urea clients,4,pJ83mmqcvoQ,0.47340455651283264
Explain urea clients,5,KF-3jtGH6Yk,0.3990946412086487
How does data elastic work?,1,6k6-OeWZTYY,0.5578984022140503
How does data elastic work?,2,KmOOoE3XO_o,0.537873387336731
How does data elastic work?,3,AvcTpQri-5M,0.518406867980957
How does data elastic work?,4,Q8qW8Dygmbs,0.4945873022079468
How does data elastic work?,5,kqbPw03jw90,0.4525068402290344
How does http headers work?,1,fFHl7psnvz0,0.7143551111221313
How does http headers work?,2,4bQeGUzHpOE,0.5010631680488586
How does http headers work?,3,G0_e02DdH7I,0.47091707587242126
How does http headers work?,4,K6bkjs1q4cM,0.4284210205078125
How does http headers work?,5,xv0Be4QfkH0,0.4043049216270447
Explain heartbeats design,1,2LCyDvx7iIE,0.540637731552124
Explain heartbeats design,2,me_FwTx3ZEw,0.4270387589931488
Explain heartbeats design,3,2WYjtfRyHzQ,0.3503900468349457
Explain heartbeats design,4,q1RUnL4xTds,0.34654417634010315
Explain heartbeats design,5,tBXK49CB-BU,0.32256537675857544
Explain load balancer,1,dUO4ayAAnqQ,0.7032701373100281
Explain load balancer,2,uG7_0Zi5oVk,0.6694840788841248
Explain load balancer,3,KuH55P6UgVc,0.6623810529708862
Explain load balancer,4,4SWwWIpi3E4,0.6185020208358765
Explain load balancer,5,z29JlsK6nKc,0.6076139211654663
What is design patterns?,1,7qUVUFE4_Sc,0.7393947839736938
What is design patterns?,2,NP7RmrHn1Q0,0.554595947265625
What is design patterns?,3,USLwIwyWVIM,0.5222177505493164
What is design patterns?,4,5999cgzA95A,0.4430490732192993
What is design patterns?,5,04xGE47faUY,0.41484779119491577
What is data centers?,1,6HjrkSoeN2I,0.69569993019104
What is data centers?,2,7G4g6B78zxM,0.5372499227523804
What is data centers?,3,IAbZJt7nY6E,0.5224324464797974
What is data centers?,4,j-VASLQbDik,0.44083571434020996
What is data centers?,5,yBY5GJtmhg0,0.43485313653945923
What is stateless card?,1,Kf9qqv1kC0s,0.677916407585144
What is stateless card?,2,QDiPjMWeVC0,0.5555849075317383
What is stateless card?,3,fLwlslWLBsk,0.5205261707305908
What is stateless card?,4,gh0mpS5PG1A,0.4944058060646057
What is stateless card?,5,jX33SSUwzAU,0.47500425577163696
What is streaming service?,1,Ewf1A8UwXW0,0.5862759351730347
What is streaming service?,2,Ix4CLPCziQk,0.5278395414352417
What is streaming service?,3,_JAN0cHiNHw,0.5126696825027466
What is streaming service?,4,wIDh8MlkSoA,0.5089375376701355
What is streaming service?,5,Ko1_bJ44958,0.49835485219955444
What is microservices architecture?,1,_iqNjvaUVsM,0.6807709336280823
What is microservices architecture?,2,E7kXoO9Z0NA,0.6570428609848022
What is microservices architecture?,3,xuOJF3w4vQQ,0.6508758068084717
What is microservices architecture?,4,C-CcuV1oMQI,0.6433191299438477
What is microservices architecture?,5,EZctFC4daPw,0.6124776601791382
What is data business?,1,IAbZJt7nY6E,0.5342966318130493
What is data business?,2,7G4g6B78zxM,0.5250028371810913
What is data business?,3,xmxJ4cS-niU,0.4523126482963562
What is data business?,4,6HjrkSoeN2I,0.4513509273529053
What is data business?,5,Gp_V4oEDrNo,0.42287302017211914
What is testing agent?,1,qnXTTmPPiz0,0.44378364086151123
What is testing agent?,2,GQ6piqfwr5c,0.4333271086215973
What is testing agent?,3,p5hA8rpCRXw,0.42933809757232666
What is testing agent?,4,WrUi-JjJHD8,0.4264649748802185
What is testing agent?,5,Jj1-zb38Yfw,0.42379850149154663
How does design patterns work?,1,7qUVUFE4_Sc,0.7174561023712158
How does design patterns work?,2,NP7RmrHn1Q0,0.5836445689201355
How does design patterns work?,3,USLwIwyWVIM,0.5389305353164673
How does design patterns work?,4,5999cgzA95A,0.4815369248390198
How does design patterns work?,5,04xGE47faUY,0.4418250322341919
What is etl tools?,1,KmOOoE3XO_o,0.5098140239715576
What is etl tools?,2,voSYs_XDsog,0.3993481695652008
What is etl tools?,3,AvcTpQri-5M,0.35404932498931885
What is etl tools?,4,wpzeqAm9Fyo,0.35330408811569214
What is etl tools?,5,kqbPw03jw90,0.34833627939224243
What is netflixx architecture?,1,Ix4CLPCziQk,0.6389909982681274
What is netflixx architecture?,2,B5Il4OCjnn4,0.6289243698120117
What is netflixx architecture?,3,W8YLcfXNnZo,0.627543568611145
What is netflixx architecture?,4,2G02p2izBEY,0.5963967442512512
What is netflixx architecture?,5,62PxQP_jAxg,0.5892864465713501
What is deployment strategy?,1,unhCmG4NrUA,0.6170123219490051
What is deployment strategy?,2,mWCId6kSpj0,0.6010737419128418
What is deployment strategy?,3,RThb3koc5DM,0.5982539653778076
What is deployment strategy?,4,H48JzcLQs1c,0.4730810523033142
What is deployment strategy?,5,AZoIWCZo3_c,0.47250860929489136
What is cqrs command?,1,q07BGZBDo7g,0.7035040855407715
What is cqrs command?,2,SvjdJoNPcHs,0.6057661771774292
What is cqrs command?,3,s7uk69rMHFQ,0.5583944916725159
What is cqrs command?,4,13vkP6cVa4U,0.5429133176803589
What is cqrs command?,5,ID-_ic1fLkY,0.3789759874343872
What is domain youtube?,1,6bGvO18yAH0,0.711113452911377
What is domain youtube?,2,wwKCURWnjto,0.5480811595916748
What is domain youtube?,3,bJ9NnLLMQ78,0.4380916357040405
What is domain youtube?,4,Lsd80uR9Shs,0.42883825302124023
What is domain youtube?,5,UpZWf1tH6K0,0.4188944697380066
What is mcp ai?,1,PS9kw4W52Gs,0.72845858335495
What is mcp ai?,2,x4XjSRUSRrg,0.7211343050003052
What is mcp ai?,3,YypKPJ6pYMY,0.7063887715339661
What is mcp ai?,4,if6OL6trunU,0.6787533164024353
What is mcp ai?,5,MI796yMnOF0,0.6646630167961121
How does git commit work?,1,HMoZ5cYzU4I,0.7000918388366699
How does git commit work?,2,k7ZGcJdi_kI,0.6848412752151489
How does git commit work?,3,E-CH3-VyVck,0.6228145956993103
How does git commit work?,4,MmTiyF6Md5g,0.6085653305053711
How does git commit work?,5,cjSjlHUmaBU,0.5779962539672852
How does open ai work?,1,GQnEuz6hj5k,0.6415493488311768
How does open ai work?,2,Jj1-zb38Yfw,0.5990971326828003
How does open ai work?,3,9UNPwGRNo_k,0.5763790607452393
How does open ai work?,4,9QpAjiJ0kPk,0.5604844689369202
How does open ai work?,5,PS9kw4W52Gs,0.5379481315612793
How does retrieval llm work?,1,4KiiKQ9RVvA,0.532256007194519
How does retrieval llm work?,2,OtccjevZ5uc,0.44302159547805786
How does retrieval llm work?,3,A7lWqZ9_XpI,0.4329557418823242
How does retrieval llm work?,4,9yAFa60v7tE,0.4242464601993561
How does retrieval llm work?,5,8RWfE9eDWXI,0.41306132078170776
What is password hashing?,1,TuNvdQUVkto,0.6598818302154541
What is password hashing?,2,GT0En1dGntY,0.5005543828010559
What is password hashing?,3,6Dq4Z8Nk1z8,0.4362983703613281
What is password hashing?,4,KuH55P6UgVc,0.4236915707588196
What is password hashing?,5,cG4FPks53AU,0.33195069432258606
How does encoder work?,1,RUuhax5r1RA,0.5481027364730835
How does encoder work?,2,exP5T6IgQHs,0.5343431830406189
How does encoder work?,3,VUxXH4uo4AY,0.3608492612838745
How does encoder work?,4,IiQS7zeUTU8,0.34653452038764954
How does encoder work?,5,tpgoQwMg__M,0.32366836071014404
How does database service work?,1,YrCjrJLON6g,0.6818926334381104
How does database service work?,2,q81-wDiJRN0,0.6515225768089294
How does database service work?,3,DKQLhy9bgdk,0.5864435434341431
How does database service work?,4,xYv3tBvJavM,0.5007940530776978
How does database service work?,5,o8J0Xfjwwe0,0.4990866780281067
Explain retry mechanism,1,_6yM3B4F4xE,0.6255280375480652
Explain retry mechanism,2,RfPNuaj5Ax0,0.43631675839424133
Explain retry mechanism,3,S3nq_Iq4eMI,0.4214553236961365
Explain retry mechanism,4,Ws79_YV7nhg,0.3558503985404968
